delta	depth_index	found_depth	found_length	known_length	owner_rank	puzzle_id	run_puzzle_id	solution_path	source_file	source_index	source_solution	variant
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.-D.R.F.BR.-DR.R.-BL.U.-R.D.DR.-BR.-U.-F.BR.-B.-BR.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.-D.R.F.BR.-DR.R.-BL.U.-R.D.DR.-BR.-U.BR.-B.-BR.-DR.-F.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.-DR.-DL.BR.-B.-BR.-BR.-R.FR.-D.-BR.U.R.BR.-L.-DR.-F.R.U.-R.D.DR.-B.-BR.R.F.-R.-U.F.-U.-DR.-F.U.L.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.-DR.-DL.BR.-B.-BR.-BR.-R.FR.-D.-BR.U.R.BR.-L.-DR.-F.R.U.-R.D.DR.-B.-BR.R.F.-R.-U.F.-DR.-U.-F.U.L.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.-D.R.F.BR.-DR.R.-BL.U.-R.D.DR.-B.DL.-BR.-DL.-DR.-U.-F.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.-D.R.F.BR.-DR.R.-BL.U.-R.D.DR.-B.DL.-DL.-BR.-DR.-U.-F.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.R.BR.-BL.-D.-DR.R.D.U.-R.DR.-B.-BR.-U.-F.R.F.-R.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.R.BR.-BL.-D.-DR.R.D.U.-R.DR.-B.-BR.-U.-DR.-F.R.F.-R.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.-L.-B.-BL.DL.-BR.-BR.B.-U.-R.U.FR.-R.-DL.-B.-D.-BR.R.-U.-R.BR.R.R.BR.-DR.U.D.DR.BL.U.-BL.BR.-BL.-BR.-BL.-B.BL.-BR.U.BL.-DR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.-L.-B.-BL.DL.-BR.-BR.-R.-BR.B.-R.BR.R.-DL.FR.-B.-D.BR.-B.BL.B.BR.-U.R.U.U.-BR.-DR.-B.-BL.B.BR.B.D.U.BR.DR.-B.-DR.-B.-BR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.R.BR.-BL.-D.-DR.R.D.U.-R.DR.-B.-BR.-R.U.-BR.-U.BR.R.-DR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-D.-BR.U.F.-R.BR.R.-DR.D.DR.-BL.-F.-B.-D.U.D.-BR.-U.R.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-D.-BR.U.F.-R.BR.R.-DR.D.DR.-BL.-F.-B.-D.U.-BR.-U.R.D.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.-L.-B.-BL.DL.-BR.B.DR.-BR.-DL.-DR.-BR.-R.-BR.-B.BL.BR.FR.BR.U.-BR.-D.-BL.-U.R.BR.BR.-R.-BR.-DR.D.BR.DR.R.U.-B.-BR.-BL.U.BL.-DR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.F.-R.BR.-BL.-D.-DR.D.DR.-B.R.DR.-F.U.-DR.-BR.-U.R.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.F.-R.BR.-BL.-D.-DR.D.DR.R.-F.U.-B.-D.D.-BR.-U.R.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.F.-R.BR.-BL.-D.-DR.D.DR.R.-F.U.-B.-D.-BR.-U.R.D.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.F.-R.BR.-BL.-D.-DR.D.DR.R.-F.U.-B.DR.-DR.-BR.-U.R.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.-D.R.F.BR.-DR.R.-BL.U.-R.D.DR.-B.BL.-BL.-BR.-DR.-U.-F.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.F.-R.BR.R.-F.-BL.U.-BR.-U.R.U.-D.-DR.B.D.DR.-B.-DR.-B	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.F.-R.BR.-BL.-D.-DR.D.DR.R.-F.U.F.-B.-F.-BR.-U.R.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.F.-R.BR.-BL.-D.-DR.D.DR.R.-F.U.F.-B.-BR.-F.-U.R.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.F.-R.BR.-BL.-D.R.-F.U.-BR.-U.R.-DR.U.B.D.DR.-B.-DR.-B	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.R.BR.-BL.-D.-DR.D.FL.F.R.U.-R.DR.-B.-BR.-U.-F.-FL.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.F.-R.BR.-BL.-D.-DR.D.DR.R.-F.U.-B.F.-F.-BR.-U.R.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	2	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.F.-R.BR.-BL.-D.-DR.D.DR.R.-F.U.-B.F.-BR.-F.-U.R.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.-D.R.F.BR.-DR.R.-BL.U.-R.D.DR.-B.BR.-BR.-BR.-DR.-U.-F.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.-D.R.F.BR.-DR.R.-BL.U.-R.D.DR.-B.-R.R.-BR.-DR.-U.-F.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-D.-BR.U.F.-R.BR.R.-DR.D.DR.-BL.-F.-B.-FL.U.-BR.-U.R.FL.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-D.-BR.U.F.-R.BR.R.-DR.D.DR.-BL.-F.-B.-FL.U.FL.-BR.-U.R.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.-L.-B.-BL.DL.-BR.-BR.-R.-BR.B.-R.BR.R.-DL.FR.-B.-D.BR.-B.BL.B.BR.-U.R.U.U.-BR.-DR.-B.-BL.B.BR.B.U.BR.D.DR.-B.-DR.-B.-BR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.-D.U.R.-U.BR.-DR.-BL.R.U.-R.D.DR.-B.-BR.-R.-U.R.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.-L.-B.-BL.DL.-BR.-BR.B.-U.-R.-DL.FR.-R.-B.-D.BR.R.-DR.D.DR.-B.-BR.R.-DR.U.BL.U.-BR.-BL.U.-BL.-B.-B.DL.B.B.-DL.BL.-U.BR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.F.-R.BR.-BL.-D.-DR.D.DR.R.-F.U.-B.-FL.-BR.-U.R.FL.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.F.-R.BR.-BL.-D.-DR.D.DR.R.-F.U.-B.-FL.FL.-BR.-U.R.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.-D.U.R.-U.BR.-BL.-DR.R.U.-R.D.DR.-B.-BR.-R.-U.R.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.F.-R.BR.-BL.-D.-DR.D.DR.R.-F.U.-BR.-U.BR.-B.-BR.R.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.-D.R.F.BR.-DR.R.-BL.U.-R.D.DR.-B.FR.-FR.-BR.-DR.-U.-F.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.-D.R.F.BR.-DR.R.-BL.U.-R.D.DR.-B.FR.-BR.-FR.-DR.-U.-F.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.-D.R.F.BR.-DR.R.-BL.U.-R.D.DR.-B.-L.L.-BR.-DR.-U.-F.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.-D.R.F.BR.-DR.R.-BL.U.-R.D.DR.-B.-L.-BR.-DR.L.-U.-F.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-D.-BR.U.F.-R.BR.R.-DR.D.DR.-BL.-F.U.-BR.-U.BR.-B.-BR.R.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.-D.R.F.BR.-DR.R.-BL.D.U.-R.-L.DR.-B.L.-BR.-DR.-U.-F.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.-D.R.F.BR.-DR.R.-BL.D.U.-R.-L.DR.-B.-BR.-DR.L.-U.-F.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.F.-R.BR.-BL.-D.-DR.D.DR.-B.R.-F.-L.U.-BR.-U.R.-DR.L.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.F.-R.BR.-BL.-D.R.-F.U.-BR.-U.R.BR.-DR.D.DR.-B.-BR.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-D.-BR.U.F.-R.BR.R.-DR.D.DR.-BL.-F.-B.-L.U.-BR.-U.R.-DR.L.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.F.-R.BR.-BL.-D.-DR.D.DR.R.-F.U.-B.D.-D.-BR.-U.R.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	70	71	76	75	3	703	703	B.BL.-U.FL.D.F.-FL.-L.U.-BR.B.-FL.DL.BL.-U.-L.BL.F.-FR.DR.FR.-D.FR.-DR.-BR.-BR.BL.B.D.DL.-FL.D.FL.-D.DL.D.DR.-L.-B.-BL.DL.B.U.-DR.BR.-DL.-B.BR.-U.-BR.BL.-BR.-BR.-R.FR.-BR.U.F.-R.BR.-BL.-D.-DR.D.DR.R.-F.U.-B.D.-BR.-U.R.-D.-DR.U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
